rank,abbrv,country,eci_value,delta,year
67,MAR,Morocco,-0.5750273,-4,1993
68,CRI,Costa Rica,-0.6178146,-1,1993
69,OMN,Oman,-0.6282789,-3,1993
70,PRY,Paraguay,-0.641381,3,1993
71,LBY,Libya,-0.6627802,-15,1993
72,CUB,Cuba,-0.6658122,2,1993
73,BOL,Bolivia,-0.6791005,6,1993
74,MLI,Mali,-0.6867297,-10,1993
75,DOM,Dominican Republic,-0.7115111,-5,1993
76,ETH,Ethiopia,-0.7134266,6,1993
77,LKA,Sri Lanka,-0.7441517,-6,1993
78,PAK,Pakistan,-0.78047,-10,1993
79,ECU,Ecuador,-0.7825388,-3,1993
80,LAO,Lao PDR,-0.825151,13,1993
81,IRN,Iran,-0.8274716,4,1993
82,MUS,Mauritius,-0.828391,-10,1993
83,JAM,Jamaica,-0.8422703,3,1993
84,SLV,El Salvador,-0.8661432,-3,1993
85,SYR,Syrian Arab Republic,-0.9180704,-20,1993
86,MRT,Mauritania,-0.9591939,4,1993
87,GTM,Guatemala,-0.9831107,-10,1993
88,SDN,Sudan,-0.9989603,-4,1993
89,KEN,Kenya,-1.053832,-6,1993
90,HND,Honduras,-1.08135,-1,1993
91,KHM,Cambodia,-1.083648,-3,1993
92,BGD,Bangladesh,-1.165184,-5,1993
93,GAB,Gabon,-1.237208,6,1993
94,SEN,Senegal,-1.237974,-14,1993
95,MDG,Madagascar,-1.251875,0,1993
96,NIC,Nicaragua,-1.3378,-2,1993
97,GHA,Ghana,-1.366916,4,1993
97,UGA,Uganda,-1.366916,-5,1993
99,MWI,Malawi,-1.382788,-3,1993
100,TZA,Tanzania,-1.418581,-9,1993
101,GIN,Guinea,-1.425805,-4,1993
102,CIV,Cote d'Ivoire,-1.444851,1,1993
103,COG,Congo,-1.547632,-5,1993
104,PNG,Papua New Guinea,-1.549055,-4,1993
105,AGO,Angola,-1.577077,-3,1993
106,NGA,Nigeria,-1.610242,-2,1993
107,CMR,Cameroon,-2.1201,-2,1993
1,DEU,Germany,2.37703,0,1994
2,JPN,Japan,2.292816,0,1994
3,CHE,Switzerland,2.289538,0,1994
4,SWE,Sweden,2.261364,0,1994
5,AUT,Austria,2.035976,1,1994
6,FIN,Finland,1.992025,1,1994
7,GBR,United Kingdom,1.977887,-2,1994
8,USA,United States,1.914881,0,1994
9,DNK,Denmark,1.759158,2,1994
10,FRA,France,1.737029,-1,1994
11,BEL,Belgium,1.684267,-1,1994
12,ITA,Italy,1.67812,0,1994
13,NLD,Netherlands,1.57352,1,1994
14,IRL,Ireland,1.570036,-1,1994
15,SVN,Slovenia,1.343214,0,1994
16,SVK,Slovak Republic,1.313094,-1,1994
17,ISR,Israel,1.304385,-1,1994
18,ESP,Spain,1.265147,-1,1994
19,SGP,Singapore,1.120386,1,1994
20,CAN,Canada,1.106863,-2,1994
21,NOR,Norway,1.004475,-2,1994
22,HUN,Hungary,0.9577789,-1,1994
23,MEX,Mexico,0.8204865,2,1994
24,KOR,"Korea, Rep.",0.7559742,3,1994
25,HRV,Croatia,0.7189081,0,1994
26,URY,Uruguay,0.6886036,4,1994
27,POL,Poland,0.6805408,-1,1994
28,BRA,Brazil,0.6697938,-4,1994
29,NZL,New Zealand,0.6514862,-1,1994
30,ROU,Romania,0.5975466,-1,1994
31,GEO,Georgia,0.5679592,0,1994
32,BLR,Belarus,0.5144397,0,1994
33,BGR,Bulgaria,0.477937,-2,1994
34,SAU,Saudi Arabia,0.4605104,1,1994
35,UKR,Ukraine,0.4192029,-13,1994
36,RUS,Russia,0.4173383,-13,1994
37,AUS,Australia,0.3937545,-3,1994
38,PRT,Portugal,0.3827616,-2,1994
39,ZAF,South Africa,0.3689617,-7,1994
40,HKG,Hong Kong,0.3557458,-3,1994
41,OMN,Oman,0.344128,28,1994
42,ARG,Argentina,0.3415258,-9,1994
43,EST,Estonia,0.3362702,0,1994
44,JOR,Jordan,0.3308403,-6,1994
45,MDA,Moldova,0.3296826,0,1994
46,LBN,Lebanon,0.2965096,-5,1994
47,KAZ,Kazakhstan,0.2722393,0,1994
48,MYS,Malaysia,0.2627116,-8,1994
49,LTU,Lithuania,0.2316899,0,1994
50,BIH,Bosnia and Herzegovina,0.2260245,0,1994
51,CHN,China,0.1555701,-9,1994
52,LVA,Latvia,0.1544636,0,1994
53,GRC,Greece,0.1492899,-8,1994
54,VEN,Venezuela,0.1371702,-5,1994
55,COL,Colombia,0.1345577,-5,1994
56,QAT,Qatar,0.126833,-2,1994
57,TUR,Turkey,0.1203275,-14,1994
58,KGZ,Kyrgyzstan,0.1114656,0,1994
59,CHL,Chile,0.089813,-15,1994
60,TUN,Tunisia,0.0845727,-14,1994
61,THA,Thailand,0.0381673,-14,1994
62,IND,India,-0.003697,-14,1994
63,TJK,Tajikistan,-0.129321,0,1994
64,PER,Peru,-0.1682722,-12,1994
65,AZE,Azerbaijan,-0.2274264,0,1994
66,PAN,Panama,-0.2750141,-27,1994
67,ZWE,Zimbabwe,-0.2964158,-8,1994
68,PRY,Paraguay,-0.3036077,2,1994
69,DZA,Algeria,-0.306087,-7,1994
70,TTO,Trinidad and Tobago,-0.3217515,-6,1994
71,EGY,Egypt,-0.3341479,-11,1994
72,PHL,Philippines,-0.3603032,-14,1994
73,UZB,Uzbekistan,-0.3657842,0,1994
74,ALB,Albania,-0.3734781,-19,1994
75,ARE,United Arab Emirates,-0.4133821,-24,1994
76,CUB,Cuba,-0.4285856,-4,1994
77,TKM,Turkmenistan,-0.4528149,0,1994
78,IDN,Indonesia,-0.4716963,-15,1994
79,MAR,Morocco,-0.4842258,-12,1994
80,BOL,Bolivia,-0.5022876,-7,1994
81,VNM,Viet Nam,-0.5138644,-28,1994
82,LBY,Libya,-0.5508794,-11,1994
83,MNG,Mongolia,-0.5754569,-26,1994
84,ZMB,Zambia,-0.5804155,-18,1994
85,MOZ,Mozambique,-0.6207191,-24,1994
86,YEM,Yemen,-0.6323164,-21,1994
87,MLI,Mali,-0.635605,-13,1994
88,IRN,Iran,-0.7079854,-7,1994
89,ECU,Ecuador,-0.7689939,-10,1994
90,PAK,Pakistan,-0.7830295,-12,1994
91,GTM,Guatemala,-0.7864308,-4,1994
92,LKA,Sri Lanka,-0.7961532,-15,1994
93,SDN,Sudan,-0.8091131,-5,1994
94,SYR,Syrian Arab Republic,-0.8093385,-9,1994
95,CRI,Costa Rica,-0.8094409,-27,1994
96,ETH,Ethiopia,-0.8505436,-20,1994
97,KEN,Kenya,-0.8765452,-8,1994
98,GAB,Gabon,-0.8838294,-5,1994
99,DOM,Dominican Republic,-0.9132425,-24,1994
100,LBR,Liberia,-0.9557897,-44,1994
101,MUS,Mauritius,-1.002005,-19,1994
102,LAO,Lao PDR,-1.025414,-22,1994
103,BGD,Bangladesh,-1.036684,-11,1994
104,SEN,Senegal,-1.061169,-10,1994
105,KHM,Cambodia,-1.071414,-14,1994
106,HND,Honduras,-1.147841,-16,1994
107,SLV,El Salvador,-1.179703,-23,1994
108,JAM,Jamaica,-1.204803,-25,1994
109,MDG,Madagascar,-1.209208,-14,1994
110,NIC,Nicaragua,-1.224986,-14,1994
111,COG,Congo,-1.237689,-8,1994
112,MRT,Mauritania,-1.322722,-26,1994
113,TZA,Tanzania,-1.385011,-13,1994
114,MWI,Malawi,-1.428962,-15,1994
115,CIV,Cote d'Ivoire,-1.564605,-13,1994
116,UGA,Uganda,-1.57403,-19,1994
117,GHA,Ghana,-1.579358,-20,1994
118,AGO,Angola,-1.582226,-13,1994
119,GIN,Guinea,-1.658244,-18,1994
120,NGA,Nigeria,-1.702092,-14,1994
121,CMR,Cameroon,-1.730163,-14,1994
122,PNG,Papua New Guinea,-1.768479,-18,1994
1,JPN,Japan,2.409427,1,1995
2,DEU,Germany,2.273917,-1,1995
3,CHE,Switzerland,2.248819,0,1995
4,SWE,Sweden,2.200242,0,1995
5,AUT,Austria,1.984883,0,1995
6,FIN,Finland,1.968994,0,1995
7,GBR,United Kingdom,1.876495,0,1995
8,USA,United States,1.842896,0,1995
9,FRA,France,1.763249,1,1995
10,DNK,Denmark,1.682995,-1,1995
11,ITA,Italy,1.674697,1,1995
12,BEL,Belgium,1.612558,-1,1995
13,IRL,Ireland,1.472494,1,1995
14,CZE,Czech Republic,1.434442,0,1995
15,NLD,Netherlands,1.422703,-2,1995
16,SVN,Slovenia,1.404891,-1,1995
17,ESP,Spain,1.315428,1,1995
18,SVK,Slovak Republic,1.311076,-2,1995
19,ISR,Israel,1.174453,-2,1995
20,SGP,Singapore,1.131846,-1,1995
21,CAN,Canada,1.075477,-1,1995
22,KOR,"Korea, Rep.",0.9904259,2,1995
23,HUN,Hungary,0.9698819,-1,1995
24,NOR,Norway,0.9610165,-3,1995
25,POL,Poland,0.7976351,2,1995
26,GEO,Georgia,0.732653,5,1995
27,MEX,Mexico,0.7324303,-4,1995
28,HRV,Croatia,0.7112688,-3,1995
29,BRA,Brazil,0.6769308,-1,1995
30,ROU,Romania,0.6671243,0,1995
31,BLR,Belarus,0.5884596,1,1995
32,NZL,New Zealand,0.5300151,-3,1995
33,BIH,Bosnia and Herzegovina,0.5220201,17,1995
34,URY,Uruguay,0.4932179,-8,1995
35,BGR,Bulgaria,0.4905056,-2,1995
36,KAZ,Kazakhstan,0.4874088,11,1995
37,MYS,Malaysia,0.4647698,11,1995
38,HKG,Hong Kong,0.4645269,2,1995
39,RUS,Russia,0.426829,-3,1995
40,PRT,Portugal,0.4221939,-2,1995
41,UKR,Ukraine,0.3989376,-6,1995
42,ARG,Argentina,0.3901936,0,1995
43,EST,Estonia,0.3526779,0,1995
44,ZAF,South Africa,0.3033517,-5,1995
45,CHN,China,0.2578308,6,1995
46,MKD,Macedonia,0.2566468,0,1995
47,JOR,Jordan,0.2459193,-3,1995
48,COL,Colombia,0.2124314,7,1995
49,TUR,Turkey,0.1981517,8,1995
50,MDA,Moldova,0.1941643,-5,1995
51,THA,Thailand,0.1901466,10,1995
52,LTU,Lithuania,0.1855823,-3,1995
53,GRC,Greece,0.1838518,0,1995
54,AZE,Azerbaijan,0.1760288,11,1995
55,VEN,Venezuela,0.1634291,-1,1995
56,SAU,Saudi Arabia,0.1488458,-22,1995
57,LVA,Latvia,0.1341512,-5,1995
58,LBN,Lebanon,0.131945,-12,1995
59,AUS,Australia,0.1076361,-22,1995
60,IND,India,0.1024343,2,1995
61,PAN,Panama,-0.0407885,5,1995
62,CHL,Chile,-0.0868762,-3,1995
63,TUN,Tunisia,-0.0934382,-3,1995
64,KGZ,Kyrgyzstan,-0.0954733,-6,1995
65,PER,Peru,-0.1558751,-1,1995
66,ARE,United Arab Emirates,-0.1647708,9,1995
67,TTO,Trinidad and Tobago,-0.1834224,3,1995
68,UZB,Uzbekistan,-0.2172139,5,1995
69,PRY,Paraguay,-0.2262716,-1,1995
70,CUB,Cuba,-0.2421705,6,1995
71,OMN,Oman,-0.2528575,-30,1995
72,TJK,Tajikistan,-0.2756888,-9,1995
73,PHL,Philippines,-0.2984897,-1,1995
74,ZWE,Zimbabwe,-0.3368657,-7,1995
75,IDN,Indonesia,-0.3390112,3,1995
76,EGY,Egypt,-0.3403673,-5,1995
77,VNM,Viet Nam,-0.3816479,4,1995
78,LBR,Liberia,-0.4343136,22,1995
79,MAR,Morocco,-0.5151239,0,1995
80,QAT,Qatar,-0.5152656,-24,1995
81,DOM,Dominican Republic,-0.5589345,18,1995
82,MNG,Mongolia,-0.5746917,1,1995
83,TKM,Turkmenistan,-0.590621,-6,1995
84,ALB,Albania,-0.6042529,-10,1995
85,BOL,Bolivia,-0.617126,-5,1995
86,DZA,Algeria,-0.6456144,-17,1995
87,MLI,Mali,-0.6580623,0,1995
88,JAM,Jamaica,-0.6686684,20,1995
89,CRI,Costa Rica,-0.6763395,6,1995
90,PAK,Pakistan,-0.7391559,0,1995
91,IRN,Iran,-0.7482743,-3,1995
92,NIC,Nicaragua,-0.7524135,18,1995
93,LKA,Sri Lanka,-0.7707919,-1,1995
94,ZMB,Zambia,-0.7957383,-10,1995
95,ECU,Ecuador,-0.8432023,-6,1995
96,LBY,Libya,-0.8458336,-14,1995
97,KWT,Kuwait,-0.8838351,0,1995
98,MUS,Mauritius,-0.8914658,3,1995
99,SDN,Sudan,-0.901576,-6,1995
100,GTM,Guatemala,-0.9073951,-9,1995
101,SYR,Syrian Arab Republic,-0.9412068,-7,1995
102,MOZ,Mozambique,-0.9644025,-17,1995
103,HND,Honduras,-0.9714158,3,1995
104,SEN,Senegal,-0.9976071,0,1995
105,KHM,Cambodia,-1.037734,0,1995
106,BGD,Bangladesh,-1.044312,-3,1995
107,KEN,Kenya,-1.057165,-10,1995
108,GAB,Gabon,-1.061415,-10,1995
109,SLV,El Salvador,-1.067589,-2,1995
110,MDG,Madagascar,-1.180936,-1,1995
111,LAO,Lao PDR,-1.183162,-9,1995
112,GHA,Ghana,-1.186299,5,1995
113,TZA,Tanzania,-1.190853,0,1995
114,YEM,Yemen,-1.194497,-28,1995
115,ETH,Ethiopia,-1.23265,-19,1995
116,COG,Congo,-1.233864,-5,1995
117,CIV,Cote d'Ivoire,-1.437484,-2,1995
118,CMR,Cameroon,-1.460457,3,1995
119,MWI,Malawi,-1.523,-5,1995
120,GIN,Guinea,-1.531096,-1,1995
121,UGA,Uganda,-1.545062,-5,1995
122,MRT,Mauritania,-1.557004,-10,1995
123,AGO,Angola,-1.720041,-5,1995
124,NGA,Nigeria,-1.736133,-4,1995
125,PNG,Papua New Guinea,-1.820333,-3,1995
1,JPN,Japan,2.235263,0,1996
2,DEU,Germany,2.147419,0,1996
3,SWE,Sweden,2.060891,1,1996
4,CHE,Switzerland,2.059676,-1,1996
5,FIN,Finland,1.884292,1,1996
6,AUT,Austria,1.848365,-1,1996
7,GBR,United Kingdom,1.772159,0,1996
8,USA,United States,1.711944,0,1996
9,FRA,France,1.555991,0,1996
10,BEL,Belgium,1.544757,2,1996
11,DNK,Denmark,1.501645,-1,1996
12,ITA,Italy,1.501139,-1,1996
13,IRL,Ireland,1.419165,0,1996
14,CZE,Czech Republic,1.409145,0,1996
15,NLD,Netherlands,1.359151,0,1996
16,SVN,Slovenia,1.330511,0,1996
17,SVK,Slovak Republic,1.262199,1,1996
18,ESP,Spain,1.216253,-1,1996
19,ISR,Israel,1.168688,0,1996
20,NOR,Norway,1.102096,4,1996
21,SGP,Singapore,1.086612,-1,1996
22,HUN,Hungary,1.048257,1,1996
23,CAN,Canada,1.020932,-2,1996
24,KOR,"Korea, Rep.",1.007411,-2,1996
25,UKR,Ukraine,0.9819183,16,1996
26,POL,Poland,0.9686304,-1,1996
27,MEX,Mexico,0.7765781,0,1996
28,BGR,Bulgaria,0.6902218,7,1996
29,ROU,Romania,0.6753045,1,1996
30,HRV,Croatia,0.6708111,-2,1996
31,RUS,Russia,0.6597902,8,1996
32,BRA,Brazil,0.6474231,-3,1996
33,KAZ,Kazakhstan,0.6295305,3,1996
34,NZL,New Zealand,0.6290448,-2,1996
35,BLR,Belarus,0.6055253,-4,1996
36,PRT,Portugal,0.5542762,4,1996
37,EST,Estonia,0.5201406,6,1996
38,AZE,Azerbaijan,0.5180659,16,1996
39,MYS,Malaysia,0.5020354,-2,1996
40,BIH,Bosnia and Herzegovina,0.4909537,-7,1996
41,URY,Uruguay,0.4297666,-7,1996
42,HKG,Hong Kong,0.3910768,-4,1996
43,GEO,Georgia,0.3881014,-17,1996
44,LTU,Lithuania,0.3682151,8,1996
45,KGZ,Kyrgyzstan,0.3614345,19,1996
46,LVA,Latvia,0.3597242,11,1996
47,ZAF,South Africa,0.3412648,-3,1996
48,CHN,China,0.3160451,-3,1996
49,GRC,Greece,0.2773047,4,1996
50,JOR,Jordan,0.2617094,-3,1996
51,AUS,Australia,0.2582584,8,1996
52,ARG,Argentina,0.2394448,-10,1996
53,MDA,Moldova,0.2341114,-3,1996
54,SAU,Saudi Arabia,0.2164313,2,1996
55,TUR,Turkey,0.2004615,-6,1996
56,THA,Thailand,0.1839149,-5,1996
57,MKD,Macedonia,0.178035,-11,1996
58,COL,Colombia,0.139072,-10,1996
59,IND,India,0.1243976,1,1996
60,LBN,Lebanon,0.1060799,-2,1996
61,UZB,Uzbekistan,0.0711842,7,1996
62,TJK,Tajikistan,0.0509143,10,1996
63,CHL,Chile,0.0441125,-1,1996
64,ARE,United Arab Emirates,0.0089077,2,1996
65,TUN,Tunisia,-0.0189277,-2,1996
66,VEN,Venezuela,-0.039321,-11,1996
67,TTO,Trinidad and Tobago,-0.1581299,0,1996
68,OMN,Oman,-0.1638985,3,1996
69,PHL,Philippines,-0.198611,4,1996
70,PAN,Panama,-0.199957,-9,1996
71,PER,Peru,-0.2265126,-6,1996
72,IDN,Indonesia,-0.2772658,3,1996
73,KWT,Kuwait,-0.2994291,24,1996
74,ZWE,Zimbabwe,-0.3328159,0,1996
75,ALB,Albania,-0.3517307,9,1996
76,DZA,Algeria,-0.36345,10,1996
77,TKM,Turkmenistan,-0.4164093,6,1996
78,QAT,Qatar,-0.4294847,2,1996
79,PRY,Paraguay,-0.4432786,-10,1996
80,MNG,Mongolia,-0.4759064,2,1996
81,MAR,Morocco,-0.4762909,-2,1996
82,EGY,Egypt,-0.4917041,-6,1996
83,LBY,Libya,-0.4985252,13,1996
84,DOM,Dominican Republic,-0.5206582,-3,1996
85,BOL,Bolivia,-0.5482865,0,1996
86,CRI,Costa Rica,-0.5791938,3,1996
87,VNM,Viet Nam,-0.6003553,-10,1996
88,LAO,Lao PDR,-0.6014989,23,1996
89,IRN,Iran,-0.6024199,2,1996
90,CUB,Cuba,-0.6677462,-20,1996
91,LKA,Sri Lanka,-0.7055454,2,1996
92,PAK,Pakistan,-0.7101805,-2,1996
93,MUS,Mauritius,-0.7759521,5,1996
94,ECU,Ecuador,-0.8672571,1,1996
95,KHM,Cambodia,-0.9273412,10,1996
96,GTM,Guatemala,-0.9591796,4,1996
97,SYR,Syrian Arab Republic,-0.9736414,4,1996
98,BGD,Bangladesh,-0.974117,8,1996
99,ETH,Ethiopia,-0.9782866,16,1996
100,HND,Honduras,-1.010813,3,1996
101,JAM,Jamaica,-1.041478,-13,1996
102,MRT,Mauritania,-1.053622,20,1996
103,KEN,Kenya,-1.056152,4,1996
104,ZMB,Zambia,-1.062831,-10,1996
105,SEN,Senegal,-1.066677,-1,1996
106,YEM,Yemen,-1.070624,8,1996
107,SLV,El Salvador,-1.113129,2,1996
108,LBR,Liberia,-1.120618,-30,1996
109,MDG,Madagascar,-1.132256,1,1996
110,MLI,Mali,-1.135495,-23,1996
111,AGO,Angola,-1.147234,12,1996
112,NIC,Nicaragua,-1.14855,-20,1996
113,MOZ,Mozambique,-1.160694,-11,1996
114,GHA,Ghana,-1.167171,-2,1996
115,SDN,Sudan,-1.243377,-16,1996
116,COG,Congo,-1.305009,0,1996
117,GAB,Gabon,-1.341847,-9,1996
118,CIV,Cote d'Ivoire,-1.440823,-1,1996
119,MWI,Malawi,-1.524923,0,1996
120,TZA,Tanzania,-1.526441,-7,1996
121,PNG,Papua New Guinea,-1.754147,4,1996
122,UGA,Uganda,-1.881257,-1,1996
123,CMR,Cameroon,-1.923965,-5,1996
124,NGA,Nigeria,-1.994908,0,1996
125,GIN,Guinea,-2.046825,-5,1996
1,DEU,Germany,2.234154,1,1997
2,JPN,Japan,2.23385,-1,1997
3,CHE,Switzerland,2.177682,1,1997
4,SWE,Sweden,2.065145,-1,1997
5,FIN,Finland,1.891683,0,1997
6,AUT,Austria,1.847559,0,1997
7,GBR,United Kingdom,1.821043,0,1997
8,USA,United States,1.804446,0,1997
9,FRA,France,1.663066,0,1997
10,BEL,Belgium,1.57846,0,1997
11,ITA,Italy,1.497295,1,1997
12,CZE,Czech Republic,1.485353,2,1997
13,DNK,Denmark,1.481204,-2,1997
14,SVN,Slovenia,1.40095,2,1997
15,NLD,Netherlands,1.392449,0,1997
16,IRL,Ireland,1.373828,-3,1997
17,SVK,Slovak Republic,1.314017,0,1997
18,ISR,Israel,1.205932,1,1997
19,ESP,Spain,1.175066,-1,1997
20,CAN,Canada,1.116267,3,1997
21,HUN,Hungary,1.041984,1,1997
22,POL,Poland,1.021844,4,1997
23,SGP,Singapore,1.019314,-2,1997
24,NOR,Norway,1.011866,-4,1997
25,UKR,Ukraine,0.9773251,0,1997
26,KOR,"Korea, Rep.",0.9682574,-2,1997
27,BRA,Brazil,0.8123847,5,1997
28,ROU,Romania,0.7797872,1,1997
29,BIH,Bosnia and Herzegovina,0.7314528,11,1997
30,MEX,Mexico,0.7056359,-3,1997
31,RUS,Russia,0.6934511,0,1997
32,BGR,Bulgaria,0.6607727,-4,1997
33,HRV,Croatia,0.6383057,-3,1997
34,NZL,New Zealand,0.6117703,0,1997
35,EST,Estonia,0.5917928,2,1997
36,AZE,Azerbaijan,0.5866821,2,1997
37,BLR,Belarus,0.5311116,-2,1997
38,PRT,Portugal,0.5223879,-2,1997
39,GEO,Georgia,0.520971,4,1997
40,KAZ,Kazakhstan,0.5183297,-7,1997
41,LVA,Latvia,0.4601683,5,1997
42,URY,Uruguay,0.3931721,-1,1997
43,ZAF,South Africa,0.3752187,4,1997
44,MYS,Malaysia,0.3673552,-5,1997
45,HKG,Hong Kong,0.3652299,-3,1997
46,ARG,Argentina,0.3576397,6,1997
47,LTU,Lithuania,0.3004601,-3,1997
48,TUR,Turkey,0.294054,7,1997
49,CHN,China,0.2884271,-1,1997
50,AUS,Australia,0.2340002,1,1997
51,MKD,Macedonia,0.2146704,6,1997
52,IND,India,0.1944501,7,1997
53,COL,Colombia,0.1896935,5,1997
54,GRC,Greece,0.1829028,-5,1997
55,KGZ,Kyrgyzstan,0.17004,-10,1997
56,MDA,Moldova,0.1619134,-3,1997
57,THA,Thailand,0.1403774,-1,1997
58,VEN,Venezuela,0.1227074,8,1997
59,UZB,Uzbekistan,0.0521761,2,1997
60,LBN,Lebanon,0.0414658,0,1997
61,CHL,Chile,0.0387474,2,1997
62,JOR,Jordan,0.0094072,-12,1997
63,TTO,Trinidad and Tobago,0.0077954,4,1997
64,TJK,Tajikistan,-0.0120857,-2,1997
65,TUN,Tunisia,-0.0667485,0,1997
66,ARE,United Arab Emirates,-0.0876165,-2,1997
67,EGY,Egypt,-0.2042892,15,1997
68,LBY,Libya,-0.2051292,15,1997
69,SAU,Saudi Arabia,-0.212092,-15,1997
70,PHL,Philippines,-0.2495674,-1,1997
71,IDN,Indonesia,-0.2781673,1,1997
72,PRY,Paraguay,-0.3095099,7,1997
73,MOZ,Mozambique,-0.3375127,40,1997
74,TKM,Turkmenistan,-0.3652322,3,1997
75,ALB,Albania,-0.3698369,0,1997
76,PAN,Panama,-0.3887112,-6,1997
77,ZWE,Zimbabwe,-0.4299919,-3,1997
78,IRN,Iran,-0.4418933,11,1997
79,PER,Peru,-0.4609397,-8,1997
80,OMN,Oman,-0.5124925,-12,1997
81,MAR,Morocco,-0.5699655,0,1997
82,LBR,Liberia,-0.5967641,26,1997
83,VNM,Viet Nam,-0.5968855,4,1997
84,CRI,Costa Rica,-0.6161141,2,1997
85,LKA,Sri Lanka,-0.647659,6,1997
86,DOM,Dominican Republic,-0.6584978,-2,1997
87,KWT,Kuwait,-0.662303,-14,1997
88,BOL,Bolivia,-0.7079962,-3,1997
89,MNG,Mongolia,-0.7262937,-9,1997
90,DZA,Algeria,-0.7526267,-14,1997
91,ECU,Ecuador,-0.764012,3,1997
92,LAO,Lao PDR,-0.7990282,-4,1997
93,SLV,El Salvador,-0.8209082,14,1997
94,MUS,Mauritius,-0.8375055,-1,1997
95,GTM,Guatemala,-0.8437598,1,1997
96,QAT,Qatar,-0.8447111,-18,1997
97,PAK,Pakistan,-0.8626645,-5,1997
98,CUB,Cuba,-0.9007674,-8,1997
99,SYR,Syrian Arab Republic,-0.9269283,-2,1997
100,ETH,Ethiopia,-0.9909392,-1,1997
101,SEN,Senegal,-0.9936008,4,1997
102,ZMB,Zambia,-1.026097,2,1997
103,KEN,Kenya,-1.059696,0,1997
104,BGD,Bangladesh,-1.062125,-6,1997
105,SDN,Sudan,-1.07093,10,1997
106,NIC,Nicaragua,-1.080139,6,1997
107,HND,Honduras,-1.101291,-7,1997
108,KHM,Cambodia,-1.1105,-13,1997
109,JAM,Jamaica,-1.112423,-8,1997
110,YEM,Yemen,-1.146124,-4,1997
111,AGO,Angola,-1.155434,0,1997
112,GAB,Gabon,-1.183366,5,1997
113,COG,Congo,-1.263721,3,1997
114,MLI,Mali,-1.271413,-4,1997
115,MDG,Madagascar,-1.277991,-6,1997
116,GHA,Ghana,-1.290236,-2,1997
117,CIV,Cote d'Ivoire,-1.353286,1,1997
118,TZA,Tanzania,-1.428682,2,1997
119,CMR,Cameroon,-1.511972,4,1997
120,PNG,Papua New Guinea,-1.582915,1,1997
121,MWI,Malawi,-1.610038,-2,1997
122,UGA,Uganda,-1.630582,0,1997
123,MRT,Mauritania,-1.636958,-21,1997
124,NGA,Nigeria,-1.735529,0,1997
125,GIN,Guinea,-1.913747,0,1997
1,JPN,Japan,2.231009,1,1998
2,DEU,Germany,2.202267,-1,1998
3,CHE,Switzerland,2.099547,0,1998
4,SWE,Sweden,2.044796,0,1998
5,GBR,United Kingdom,1.947136,2,1998
6,FIN,Finland,1.862936,-1,1998
7,USA,United States,1.834498,1,1998
8,AUT,Austria,1.810716,-2,1998
9,FRA,France,1.687755,0,1998
10,BEL,Belgium,1.614687,0,1998
11,IRL,Ireland,1.596673,5,1998
12,DNK,Denmark,1.550423,1,1998
13,ITA,Italy,1.548804,-2,1998
14,CZE,Czech Republic,1.534433,-2,1998
15,SVN,Slovenia,1.438089,-1,1998
16,NLD,Netherlands,1.384755,-1,1998
17,SVK,Slovak Republic,1.33638,0,1998
18,ISR,Israel,1.2623,0,1998
19,SGP,Singapore,1.244488,4,1998
20,ESP,Spain,1.130939,-1,1998
21,CAN,Canada,1.022248,-1,1998
22,POL,Poland,1.020022,0,1998
23,HUN,Hungary,1.008343,-2,1998
24,NOR,Norway,0.9905618,0,1998
25,KOR,"Korea, Rep.",0.9392218,1,1998
26,UKR,Ukraine,0.8840767,-1,1998
27,MEX,Mexico,0.7970123,3,1998
28,HRV,Croatia,0.7921445,5,1998
29,RUS,Russia,0.6879162,2,1998
30,BRA,Brazil,0.67393,-3,1998
31,BGR,Bulgaria,0.6477288,1,1998
32,ROU,Romania,0.637983,-4,1998
33,PRT,Portugal,0.5635386,5,1998
34,EST,Estonia,0.5458484,1,1998
35,BLR,Belarus,0.5241405,2,1998
36,BIH,Bosnia and Herzegovina,0.5117128,-7,1998
37,MYS,Malaysia,0.4927374,7,1998
38,GEO,Georgia,0.4724565,1,1998
39,NZL,New Zealand,0.4636114,-5,1998
40,URY,Uruguay,0.4328054,2,1998
41,JOR,Jordan,0.426885,21,1998
42,HKG,Hong Kong,0.4185865,3,1998
43,ZAF,South Africa,0.4083144,0,1998
44,LTU,Lithuania,0.4080614,3,1998
45,ARG,Argentina,0.3827001,1,1998
46,AZE,Azerbaijan,0.3689163,-10,1998
47,CHN,China,0.3192665,2,1998
48,COL,Colombia,0.2703655,5,1998
49,TUR,Turkey,0.2689588,-1,1998
50,GRC,Greece,0.2491434,4,1998
51,VEN,Venezuela,0.2445286,7,1998
52,LVA,Latvia,0.2133178,-11,1998
53,KAZ,Kazakhstan,0.2117592,-13,1998
54,SAU,Saudi Arabia,0.2089357,15,1998
55,IND,India,0.1978338,-3,1998
56,AUS,Australia,0.1700943,-6,1998
57,THA,Thailand,0.1565331,0,1998
58,CHL,Chile,0.1130262,3,1998
59,MDA,Moldova,0.1034728,-3,1998
60,KGZ,Kyrgyzstan,0.0739217,-5,1998
61,LBN,Lebanon,0.0734025,-1,1998
62,MKD,Macedonia,0.0009233,-11,1998
63,TUN,Tunisia,-0.0323205,2,1998
